#Date, time, sensornum, avgWatts
2015 02 10, 14:47, 1, 21.8038462518
2015 02 10, 14:48, 1, 15.7203384505
2015 02 10, 14:48, 1, 15.9401591542
2015 02 10, 14:49, 1, 13.0184598014
2015 02 10, 14:49, 1, 17.6321918476
2015 02 10, 14:50, 1, 15.6854883765
2015 02 10, 14:50, 1, 19.4303594871
2015 02 10, 14:51, 1, 18.5340673657
2015 02 10, 14:51, 1, 22.6613305788
2015 02 10, 14:52, 1, 14.5220854065
2015 02 10, 14:52, 1, 17.2538831959
2015 02 10, 14:53, 1, 26.481275037
2015 02 10, 14:53, 1, 24.5730039866
2015 02 10, 14:54, 1, 20.6105832738
2015 02 10, 14:54, 1, 20.2698638816
2015 02 10, 14:55, 1, 24.7080020169
2015 02 10, 14:55, 1, 28.0969877838
2015 02 10, 14:56, 1, 23.2949825295
2015 02 10, 14:56, 1, 17.4586235038
2015 02 10, 14:57, 1, 21.4049440439
2015 02 10, 14:57, 1, 23.3460203
2015 02 10, 14:58, 1, 21.1437165598
2015 02 10, 14:58, 1, 23.4981355836
2015 02 10, 14:59, 1, 18.2714812225
2015 02 10, 14:59, 1, 22.2130468413
2015 02 10, 15:00, 1, 18.8222263145
2015 02 10, 15:00, 1, 15.0758603327
2015 02 10, 15:01, 1, 24.5281503149
2015 02 10, 15:01, 1, 18.8047331554
2015 02 10, 15:02, 1, 21.1406567011
2015 02 10, 15:02, 1, 26.3561009798
2015 02 10, 15:03, 1, 20.6416451591
2015 02 10, 15:03, 1, 20.6517279523
2015 02 10, 15:04, 1, 16.4123176013
2015 02 10, 15:04, 1, 18.9800934694
2015 02 10, 15:05, 1, 25.7870798302
